-50.05,-8.05
-50.05,-7.3
-50.05,-6.55
-50.05,-5.8
-50.05,-5.05
-50.05,-4.3
-50.05,-3.55
-50.05,-2.8
-50.05,-2.05
-50.05,-1.3
-50.05,-0.55
-50.05,0.2
-50.05,0.95
-50.05,1.7
-50.05,2.45
-50.05,3.2
-50.05,3.95
-50.05,4.7
-50.05,5.45
-50.05,6.2
-50.05,6.95
-50.05,7.7
-50.05,8.45
-49.3,-11.8
-49.3,-11.05
-49.3,-10.3
-49.3,-9.55
-49.3,-8.8
-49.3,-8.05
-49.3,-7.3
-49.3,-6.55
-49.3,-5.8
-49.3,-5.05
-49.3,-4.3
-49.3,-3.55
-49.3,-2.8
-49.3,-2.05
-49.3,-1.3
-49.3,-0.55
-49.3,0.2
-49.3,0.95
-49.3,1.7
-49.3,2.45
-49.3,3.2
-49.3,3.95
-49.3,4.7
-49.3,5.45
-49.3,6.2
-49.3,6.95
-49.3,7.7
-49.3,8.45
-49.3,9.2
-49.3,9.95
-49.3,10.7
-49.3,11.45
-49.3,12.2
-48.55,-14.8
-48.55,-14.05
-48.55,-13.3
-48.55,-12.55
-48.55,-11.8
-48.55,-11.05
-48.55,-10.3
-48.55,-9.55
-48.55,-8.8
-48.55,-8.05
-48.55,-7.3
-48.55,-6.55
-48.55,-5.8
-48.55,-5.05
-48.55,-4.3
-48.55,-3.55
-48.55,-2.8
-48.55,-2.05
-48.55,-1.3
-48.55,-0.55
-48.55,0.2
-48.55,0.95
-48.55,1.7
-48.55,2.45
-48.55,3.2
-48.55,3.95
-48.55,4.7
-48.55,5.45
-48.55,6.2
-48.55,6.95
-48.55,7.7
-48.55,8.45
-48.55,9.2
-48.55,9.95
-48.55,10.7
-48.55,11.45
-48.55,12.2
-48.55,12.95
-48.55,13.7
-48.55,14.45
-47.8,-17.05
-47.8,-16.3
-47.8,-15.55
-47.8,-14.8
-47.8,-14.05
-47.8,-13.3
-47.8,-12.55
-47.8,-11.8
-47.8,-11.05
-47.8,-10.3
-47.8,-9.55
-47.8,-8.8
-47.8,-8.05
-47.8,-7.3
-47.8,-6.55
-47.8,-5.8
-47.8,-5.05
-47.8,-4.3
-47.8,-3.55
-47.8,-2.8
-47.8,-2.05
-47.8,-1.3
-47.8,-0.55
-47.8,0.2
-47.8,0.95
-47.8,1.7
-47.8,2.45
-47.8,3.2
-47.8,3.95
-47.8,4.7
-47.8,5.45
-47.8,6.2
-47.8,6.95
-47.8,7.7
-47.8,8.45
-47.8,9.2
-47.8,9.95
-47.8,10.7
-47.8,11.45
-47.8,12.2
-47.8,12.95
-47.8,13.7
-47.8,14.45
-47.8,15.2
-47.8,15.95
-47.8,16.7
-47.05,-18.55
-47.05,-17.8
-47.05,-17.05
-47.05,-16.3
-47.05,-15.55
-47.05,-14.8
-47.05,-14.05
-47.05,-13.3
-47.05,-12.55
-47.05,-11.8
-47.05,-11.05
-47.05,-10.3
-47.05,-9.55
-47.05,-8.8
-47.05,-8.05
-47.05,-7.3
-47.05,-6.55
-47.05,-5.8
-47.05,-5.05
-47.05,-4.3
-47.05,-3.55
